ts_utc,cpu_tempC,disk_free_bytes,throttled
2026-03-03T13:14:04.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:14:14.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:14:24.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:14:34.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:14:44.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:14:54.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:15:04.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:15:14.569+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:15:24.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:15:34.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:15:44.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:15:54.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:16:04.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:16:14.570+00:00,38.47,235184644096,throttled=0x0
2026-03-03T13:16:24.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:16:34.570+00:00,38.47,235184644096,throttled=0x0
2026-03-03T13:16:44.570+00:00,38.47,235184644096,throttled=0x0
2026-03-03T13:16:54.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:17:04.589+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:17:14.580+00:00,40.62,235184644096,throttled=0x0
2026-03-03T13:17:24.570+00:00,40.62,235184644096,throttled=0x0
2026-03-03T13:17:34.570+00:00,40.08,235184644096,throttled=0x0
2026-03-03T13:17:44.569+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:17:54.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:18:04.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:18:14.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:18:24.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:18:34.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:18:44.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:18:54.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:19:04.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:19:14.569+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:19:24.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:19:34.570+00:00,40.08,235184644096,throttled=0x0
2026-03-03T13:19:44.569+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:19:54.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:20:04.569+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:20:14.569+00:00,38.47,235184644096,throttled=0x0
2026-03-03T13:20:24.569+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:20:34.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:20:44.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:20:54.570+00:00,39.55,235184644096,throttled=0x0
2026-03-03T13:21:04.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:21:14.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:21:24.570+00:00,39.01,235184644096,throttled=0x0
2026-03-03T13:21:34.570+00:00,39.55,235184640000,throttled=0x0
2026-03-03T13:21:44.570+00:00,39.01,235184640000,throttled=0x0
2026-03-03T13:21:54.571+00:00,39.01,235184640000,throttled=0x0
2026-03-03T13:22:04.570+00:00,39.01,235184640000,throttled=0x0
2026-03-03T13:22:14.570+00:00,39.01,235184640000,throttled=0x0
2026-03-03T13:22:24.570+00:00,39.55,235184635904,throttled=0x0
2026-03-03T13:22:34.569+00:00,38.47,235184635904,throttled=0x0
2026-03-03T13:22:44.570+00:00,39.01,235184635904,throttled=0x0
2026-03-03T13:22:54.570+00:00,39.01,235184635904,throttled=0x0
2026-03-03T13:23:04.569+00:00,39.01,235184635904,throttled=0x0
2026-03-03T13:23:14.570+00:00,39.01,235184635904,throttled=0x0
2026-03-03T13:23:24.570+00:00,38.47,235184635904,throttled=0x0
2026-03-03T13:23:34.570+00:00,39.01,235184635904,throttled=0x0
